code,trading_code,name,contract_type,exchange_code,currency_id,underlying_symbol,underlying_name,underlying_exchange,underlying_type,exercise_price,contract_unit,contract_status,list_date,list_reason,list_price,high_limit,low_limit,expire_date,last_trade_date,exercise_date,delivery_date,is_adjust,delist_date,delist_reason
90001809.XSHE,159922C2302M007500,中证500ETF购2月7500,CO,XSHE,CNY,159922.XSHE,嘉实中证500ETF,XSHE,ETF,7.5,10000,DELIST,2023-01-30,价格波动,0.0021,0.5279,0.0001,2023-02-22,2023-02-22,2023-02-22,2023-02-23,0,2023-02-23,合约到期
90001810.XSHE,159922P2302M007500,中证500ETF沽2月7500,PO,XSHE,CNY,159922.XSHE,嘉实中证500ETF,XSHE,ETF,7.5,10000,DELIST,2023-01-30,价格波动,1.1201,1.758,0.4822,2023-02-22,2023-02-22,2023-02-22,2023-02-23,0,2023-02-23,合约到期
90001811.XSHE,159922C2303M007500,中证500ETF购3月7500,CO,XSHE,CNY,159922.XSHE,嘉实中证500ETF,XSHE,ETF,7.5,10000,DELIST,2023-01-30,价格波动,0.0044,0.5302,0.0001,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
90001812.XSHE,159922P2303M007500,中证500ETF沽3月7500,PO,XSHE,CNY,159922.XSHE,嘉实中证500ETF,XSHE,ETF,7.5,10000,DELIST,2023-01-30,价格波动,1.1201,1.758,0.4822,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
90001813.XSHE,159922C2306M007500,中证500ETF购6月7500,CO,XSHE,CNY,159922.XSHE,嘉实中证500ETF,XSHE,ETF,7.5,10000,DELIST,2023-01-30,价格波动,0.0277,0.5535,0.0001,2023-06-28,2023-06-28,2023-06-28,2023-06-29,0,2023-06-29,合约到期
90001814.XSHE,159922P2306M007500,中证500ETF沽6月7500,PO,XSHE,CNY,159922.XSHE,嘉实中证500ETF,XSHE,ETF,7.5,10000,DELIST,2023-01-30,价格波动,1.1201,1.758,0.4822,2023-06-28,2023-06-28,2023-06-28,2023-06-29,0,2023-06-29,合约到期
10005105.XSHG,510050C2309M02650,50ETF购9月2650,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.65,10000,DELIST,2023-01-31,合约到期,0.316,0.6009,0.0311,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005106.XSHG,510050C2309M02700,50ETF购9月2700,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.7,10000,DELIST,2023-01-31,合约到期,0.2793,0.5642,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005107.XSHG,510050C2309M02750,50ETF购9月2750,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.75,10000,DELIST,2023-01-31,合约到期,0.2506,0.5355,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005108.XSHG,510050C2309M02800,50ETF购9月2800,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.8,10000,DELIST,2023-01-31,合约到期,0.2228,0.5077,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005109.XSHG,510050C2309M02850,50ETF购9月2850,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.85,10000,DELIST,2023-01-31,合约到期,0.1967,0.4815,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005110.XSHG,510050C2309M02900,50ETF购9月2900,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.9,10000,DELIST,2023-01-31,合约到期,0.1732,0.453,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005111.XSHG,510050C2309M02950,50ETF购9月2950,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.95,10000,DELIST,2023-01-31,合约到期,0.151,0.4258,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005112.XSHG,510050C2309M03000,50ETF购9月3000,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,3.0,10000,DELIST,2023-01-31,合约到期,0.129,0.3988,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005113.XSHG,510050C2309M03100,50ETF购9月3100,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,3.1,10000,DELIST,2023-01-31,合约到期,0.1007,0.3605,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005114.XSHG,510050P2309M02650,50ETF沽9月2650,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.65,10000,DELIST,2023-01-31,合约到期,0.0733,0.3184,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005115.XSHG,510050P2309M02700,50ETF沽9月2700,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.7,10000,DELIST,2023-01-31,合约到期,0.091,0.3461,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005116.XSHG,510050P2309M02750,50ETF沽9月2750,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.75,10000,DELIST,2023-01-31,合约到期,0.1093,0.3744,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005117.XSHG,510050P2309M02800,50ETF沽9月2800,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.8,10000,DELIST,2023-01-31,合约到期,0.1291,0.4042,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005118.XSHG,510050P2309M02850,50ETF沽9月2850,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.85,10000,DELIST,2023-01-31,合约到期,0.155,0.4399,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005119.XSHG,510050P2309M02900,50ETF沽9月2900,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.9,10000,DELIST,2023-01-31,合约到期,0.1778,0.4627,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005120.XSHG,510050P2309M02950,50ETF沽9月2950,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.95,10000,DELIST,2023-01-31,合约到期,0.2034,0.4883,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005121.XSHG,510050P2309M03000,50ETF沽9月3000,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,3.0,10000,DELIST,2023-01-31,合约到期,0.2372,0.5221,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005122.XSHG,510050P2309M03100,50ETF沽9月3100,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,3.1,10000,DELIST,2023-01-31,合约到期,0.3034,0.5883,0.0185,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005123.XSHG,510300C2309M03800,300ETF购9月3800,CO,XSHG,CNY,510300.XSHG,华泰柏瑞沪深300ETF,XSHG,ETF,3.8,10000,DELIST,2023-01-31,合约到期,0.5415,0.962,0.121,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005124.XSHG,510300C2309M03900,300ETF购9月3900,CO,XSHG,CNY,510300.XSHG,华泰柏瑞沪深300ETF,XSHG,ETF,3.9,10000,DELIST,2023-01-31,合约到期,0.4636,0.8841,0.0431,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005125.XSHG,510300C2309M04000,300ETF购9月4000,CO,XSHG,CNY,510300.XSHG,华泰柏瑞沪深300ETF,XSHG,ETF,4.0,10000,DELIST,2023-01-31,合约到期,0.4009,0.8214,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005126.XSHG,510300C2309M04100,300ETF购9月4100,CO,XSHG,CNY,510300.XSHG,华泰柏瑞沪深300ETF,XSHG,ETF,4.1,10000,DELIST,2023-01-31,合约到期,0.3409,0.7614,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005127.XSHG,510300C2309M04200,300ETF购9月4200,CO,XSHG,CNY,510300.XSHG,华泰柏瑞沪深300ETF,XSHG,ETF,4.2,10000,DELIST,2023-01-31,合约到期,0.282,0.7025,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005128.XSHG,510300C2309M04300,300ETF购9月4300,CO,XSHG,CNY,510300.XSHG,华泰柏瑞沪深300ETF,XSHG,ETF,4.3,10000,DELIST,2023-01-31,合约到期,0.233,0.644,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005129.XSHG,510300C2309M04400,300ETF购9月4400,CO,XSHG,CNY,510300.XSHG,华泰柏瑞沪深300ETF,XSHG,ETF,4.4,10000,DELIST,2023-01-31,合约到期,0.1917,0.5927,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005130.XSHG,510300C2309M04500,300ETF购9月4500,CO,XSHG,CNY,510300.XSHG,华泰柏瑞沪深300ETF,XSHG,ETF,4.5,10000,DELIST,2023-01-31,合约到期,0.156,0.547,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005131.XSHG,510300C2309M04600,300ETF购9月4600,CO,XSHG,CNY,510300.XSHG,华泰柏瑞沪深300ETF,XSHG,ETF,4.6,10000,DELIST,2023-01-31,合约到期,0.1286,0.5096,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005132.XSHG,510300P2309M03800,300ETF沽9月3800,PO,XSHG,CNY,510300.XSHG,华泰柏瑞沪深300ETF,XSHG,ETF,3.8,10000,DELIST,2023-01-31,合约到期,0.0824,0.4219,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005133.XSHG,510300P2309M03900,300ETF沽9月3900,PO,XSHG,CNY,510300.XSHG,华泰柏瑞沪深300ETF,XSHG,ETF,3.9,10000,DELIST,2023-01-31,合约到期,0.1074,0.4669,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005134.XSHG,510300P2309M04000,300ETF沽9月4000,PO,XSHG,CNY,510300.XSHG,华泰柏瑞沪深300ETF,XSHG,ETF,4.0,10000,DELIST,2023-01-31,合约到期,0.1381,0.5176,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005135.XSHG,510300P2309M04100,300ETF沽9月4100,PO,XSHG,CNY,510300.XSHG,华泰柏瑞沪深300ETF,XSHG,ETF,4.1,10000,DELIST,2023-01-31,合约到期,0.1737,0.5732,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005136.XSHG,510300P2309M04200,300ETF沽9月4200,PO,XSHG,CNY,510300.XSHG,华泰柏瑞沪深300ETF,XSHG,ETF,4.2,10000,DELIST,2023-01-31,合约到期,0.2166,0.6361,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005137.XSHG,510300P2309M04300,300ETF沽9月4300,PO,XSHG,CNY,510300.XSHG,华泰柏瑞沪深300ETF,XSHG,ETF,4.3,10000,DELIST,2023-01-31,合约到期,0.2648,0.6853,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005138.XSHG,510300P2309M04400,300ETF沽9月4400,PO,XSHG,CNY,510300.XSHG,华泰柏瑞沪深300ETF,XSHG,ETF,4.4,10000,DELIST,2023-01-31,合约到期,0.3213,0.7418,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005139.XSHG,510300P2309M04500,300ETF沽9月4500,PO,XSHG,CNY,510300.XSHG,华泰柏瑞沪深300ETF,XSHG,ETF,4.5,10000,DELIST,2023-01-31,合约到期,0.3851,0.8056,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005140.XSHG,510300P2309M04600,300ETF沽9月4600,PO,XSHG,CNY,510300.XSHG,华泰柏瑞沪深300ETF,XSHG,ETF,4.6,10000,DELIST,2023-01-31,合约到期,0.4572,0.8777,0.0367,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005141.XSHG,510500C2309M05250,500ETF购9月5250,CO,XSHG,CNY,510500.XSHG,南方中证500ETF,XSHG,ETF,5.25,10000,DELIST,2023-01-31,合约到期,1.1494,1.7792,0.5196,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005142.XSHG,510500C2309M05500,500ETF购9月5500,CO,XSHG,CNY,510500.XSHG,南方中证500ETF,XSHG,ETF,5.5,10000,DELIST,2023-01-31,合约到期,0.9042,1.534,0.2744,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005143.XSHG,510500C2309M05750,500ETF购9月5750,CO,XSHG,CNY,510500.XSHG,南方中证500ETF,XSHG,ETF,5.75,10000,DELIST,2023-01-31,合约到期,0.659,1.2888,0.0292,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005144.XSHG,510500C2309M06000,500ETF购9月6000,CO,XSHG,CNY,510500.XSHG,南方中证500ETF,XSHG,ETF,6.0,10000,DELIST,2023-01-31,合约到期,0.5012,1.131,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005145.XSHG,510500C2309M06250,500ETF购9月6250,CO,XSHG,CNY,510500.XSHG,南方中证500ETF,XSHG,ETF,6.25,10000,DELIST,2023-01-31,合约到期,0.3684,0.9982,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005146.XSHG,510500C2309M06500,500ETF购9月6500,CO,XSHG,CNY,510500.XSHG,南方中证500ETF,XSHG,ETF,6.5,10000,DELIST,2023-01-31,合约到期,0.2589,0.8685,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005147.XSHG,510500C2309M06750,500ETF购9月6750,CO,XSHG,CNY,510500.XSHG,南方中证500ETF,XSHG,ETF,6.75,10000,DELIST,2023-01-31,合约到期,0.1752,0.7598,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005148.XSHG,510500C2309M07000,500ETF购9月7000,CO,XSHG,CNY,510500.XSHG,南方中证500ETF,XSHG,ETF,7.0,10000,DELIST,2023-01-31,合约到期,0.1204,0.68,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005149.XSHG,510500C2309M07250,500ETF购9月7250,CO,XSHG,CNY,510500.XSHG,南方中证500ETF,XSHG,ETF,7.25,10000,DELIST,2023-01-31,合约到期,0.0827,0.6173,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005150.XSHG,510500P2309M05250,500ETF沽9月5250,PO,XSHG,CNY,510500.XSHG,南方中证500ETF,XSHG,ETF,5.25,10000,DELIST,2023-01-31,合约到期,0.0389,0.4591,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005151.XSHG,510500P2309M05500,500ETF沽9月5500,PO,XSHG,CNY,510500.XSHG,南方中证500ETF,XSHG,ETF,5.5,10000,DELIST,2023-01-31,合约到期,0.068,0.5382,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005152.XSHG,510500P2309M05750,500ETF沽9月5750,PO,XSHG,CNY,510500.XSHG,南方中证500ETF,XSHG,ETF,5.75,10000,DELIST,2023-01-31,合约到期,0.1147,0.6349,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005153.XSHG,510500P2309M06000,500ETF沽9月6000,PO,XSHG,CNY,510500.XSHG,南方中证500ETF,XSHG,ETF,6.0,10000,DELIST,2023-01-31,合约到期,0.1914,0.7616,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005154.XSHG,510500P2309M06250,500ETF沽9月6250,PO,XSHG,CNY,510500.XSHG,南方中证500ETF,XSHG,ETF,6.25,10000,DELIST,2023-01-31,合约到期,0.2981,0.9183,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005155.XSHG,510500P2309M06500,500ETF沽9月6500,PO,XSHG,CNY,510500.XSHG,南方中证500ETF,XSHG,ETF,6.5,10000,DELIST,2023-01-31,合约到期,0.4375,1.0673,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005156.XSHG,510500P2309M06750,500ETF沽9月6750,PO,XSHG,CNY,510500.XSHG,南方中证500ETF,XSHG,ETF,6.75,10000,DELIST,2023-01-31,合约到期,0.6055,1.2353,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005157.XSHG,510500P2309M07000,500ETF沽9月7000,PO,XSHG,CNY,510500.XSHG,南方中证500ETF,XSHG,ETF,7.0,10000,DELIST,2023-01-31,合约到期,0.8001,1.4299,0.1703,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005158.XSHG,510500P2309M07250,500ETF沽9月7250,PO,XSHG,CNY,510500.XSHG,南方中证500ETF,XSHG,ETF,7.25,10000,DELIST,2023-01-31,合约到期,1.0179,1.6477,0.3881,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001816.XSHE,159901C2309M002950,深证100ETF购9月2950,CO,XSHE,CNY,159901.XSHE,易方达深证100ETF,XSHE,ETF,2.95,10000,DELIST,2023-01-31,合约到期,0.3881,0.7117,0.0645,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001817.XSHE,159901C2309M003000,深证100ETF购9月3000,CO,XSHE,CNY,159901.XSHE,易方达深证100ETF,XSHE,ETF,3.0,10000,DELIST,2023-01-31,合约到期,0.3606,0.6842,0.037,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001818.XSHE,159901C2309M003100,深证100ETF购9月3100,CO,XSHE,CNY,159901.XSHE,易方达深证100ETF,XSHE,ETF,3.1,10000,DELIST,2023-01-31,合约到期,0.2953,0.6189,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001819.XSHE,159901C2309M003200,深证100ETF购9月3200,CO,XSHE,CNY,159901.XSHE,易方达深证100ETF,XSHE,ETF,3.2,10000,DELIST,2023-01-31,合约到期,0.2409,0.5645,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001820.XSHE,159901C2309M003300,深证100ETF购9月3300,CO,XSHE,CNY,159901.XSHE,易方达深证100ETF,XSHE,ETF,3.3,10000,DELIST,2023-01-31,合约到期,0.1959,0.5131,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001821.XSHE,159901C2309M003400,深证100ETF购9月3400,CO,XSHE,CNY,159901.XSHE,易方达深证100ETF,XSHE,ETF,3.4,10000,DELIST,2023-01-31,合约到期,0.1561,0.4633,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001822.XSHE,159901C2309M003500,深证100ETF购9月3500,CO,XSHE,CNY,159901.XSHE,易方达深证100ETF,XSHE,ETF,3.5,10000,DELIST,2023-01-31,合约到期,0.1235,0.4207,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001823.XSHE,159901C2309M003600,深证100ETF购9月3600,CO,XSHE,CNY,159901.XSHE,易方达深证100ETF,XSHE,ETF,3.6,10000,DELIST,2023-01-31,合约到期,0.0964,0.3836,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001824.XSHE,159901P2309M002900,深证100ETF沽9月2900,PO,XSHE,CNY,159901.XSHE,易方达深证100ETF,XSHE,ETF,2.9,10000,DELIST,2023-01-31,合约到期,0.0728,0.3292,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001825.XSHE,159901P2309M002950,深证100ETF沽9月2950,PO,XSHE,CNY,159901.XSHE,易方达深证100ETF,XSHE,ETF,2.95,10000,DELIST,2023-01-31,合约到期,0.0836,0.35,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001826.XSHE,159901P2309M003000,深证100ETF沽9月3000,PO,XSHE,CNY,159901.XSHE,易方达深证100ETF,XSHE,ETF,3.0,10000,DELIST,2023-01-31,合约到期,0.0977,0.3741,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001827.XSHE,159901P2309M003100,深证100ETF沽9月3100,PO,XSHE,CNY,159901.XSHE,易方达深证100ETF,XSHE,ETF,3.1,10000,DELIST,2023-01-31,合约到期,0.1318,0.4282,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001828.XSHE,159901P2309M003200,深证100ETF沽9月3200,PO,XSHE,CNY,159901.XSHE,易方达深证100ETF,XSHE,ETF,3.2,10000,DELIST,2023-01-31,合约到期,0.1818,0.4982,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001829.XSHE,159901P2309M003300,深证100ETF沽9月3300,PO,XSHE,CNY,159901.XSHE,易方达深证100ETF,XSHE,ETF,3.3,10000,DELIST,2023-01-31,合约到期,0.2337,0.5573,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001830.XSHE,159901P2309M003400,深证100ETF沽9月3400,PO,XSHE,CNY,159901.XSHE,易方达深证100ETF,XSHE,ETF,3.4,10000,DELIST,2023-01-31,合约到期,0.2934,0.617,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001831.XSHE,159901P2309M003500,深证100ETF沽9月3500,PO,XSHE,CNY,159901.XSHE,易方达深证100ETF,XSHE,ETF,3.5,10000,DELIST,2023-01-31,合约到期,0.3612,0.6848,0.0376,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001832.XSHE,159901P2309M003600,深证100ETF沽9月3600,PO,XSHE,CNY,159901.XSHE,易方达深证100ETF,XSHE,ETF,3.6,10000,DELIST,2023-01-31,合约到期,0.4411,0.7647,0.1175,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001833.XSHE,159915C2309M002350,创业板ETF购9月2350,CO,XSHE,CNY,159915.XSHE,易方达创业板ETF,XSHE,ETF,2.35,10000,DELIST,2023-01-31,合约到期,0.3057,0.8123,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001834.XSHE,159915C2309M002400,创业板ETF购9月2400,CO,XSHE,CNY,159915.XSHE,易方达创业板ETF,XSHE,ETF,2.4,10000,DELIST,2023-01-31,合约到期,0.2791,0.7857,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001835.XSHE,159915C2309M002450,创业板ETF购9月2450,CO,XSHE,CNY,159915.XSHE,易方达创业板ETF,XSHE,ETF,2.45,10000,DELIST,2023-01-31,合约到期,0.2478,0.7544,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001836.XSHE,159915C2309M002500,创业板ETF购9月2500,CO,XSHE,CNY,159915.XSHE,易方达创业板ETF,XSHE,ETF,2.5,10000,DELIST,2023-01-31,合约到期,0.22,0.7266,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001837.XSHE,159915C2309M002550,创业板ETF购9月2550,CO,XSHE,CNY,159915.XSHE,易方达创业板ETF,XSHE,ETF,2.55,10000,DELIST,2023-01-31,合约到期,0.1994,0.7026,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001838.XSHE,159915C2309M002600,创业板ETF购9月2600,CO,XSHE,CNY,159915.XSHE,易方达创业板ETF,XSHE,ETF,2.6,10000,DELIST,2023-01-31,合约到期,0.1747,0.6679,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001839.XSHE,159915C2309M002650,创业板ETF购9月2650,CO,XSHE,CNY,159915.XSHE,易方达创业板ETF,XSHE,ETF,2.65,10000,DELIST,2023-01-31,合约到期,0.1544,0.6376,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001840.XSHE,159915C2309M002700,创业板ETF购9月2700,CO,XSHE,CNY,159915.XSHE,易方达创业板ETF,XSHE,ETF,2.7,10000,DELIST,2023-01-31,合约到期,0.1394,0.6126,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001841.XSHE,159915C2309M002750,创业板ETF购9月2750,CO,XSHE,CNY,159915.XSHE,易方达创业板ETF,XSHE,ETF,2.75,10000,DELIST,2023-01-31,合约到期,0.1222,0.5854,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001842.XSHE,159915P2309M002350,创业板ETF沽9月2350,PO,XSHE,CNY,159915.XSHE,易方达创业板ETF,XSHE,ETF,2.35,10000,DELIST,2023-01-31,合约到期,0.0999,0.5333,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001843.XSHE,159915P2309M002400,创业板ETF沽9月2400,PO,XSHE,CNY,159915.XSHE,易方达创业板ETF,XSHE,ETF,2.4,10000,DELIST,2023-01-31,合约到期,0.1177,0.5711,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001844.XSHE,159915P2309M002450,创业板ETF沽9月2450,PO,XSHE,CNY,159915.XSHE,易方达创业板ETF,XSHE,ETF,2.45,10000,DELIST,2023-01-31,合约到期,0.1383,0.6117,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001845.XSHE,159915P2309M002500,创业板ETF沽9月2500,PO,XSHE,CNY,159915.XSHE,易方达创业板ETF,XSHE,ETF,2.5,10000,DELIST,2023-01-31,合约到期,0.1592,0.6526,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001846.XSHE,159915P2309M002550,创业板ETF沽9月2550,PO,XSHE,CNY,159915.XSHE,易方达创业板ETF,XSHE,ETF,2.55,10000,DELIST,2023-01-31,合约到期,0.1838,0.6904,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001847.XSHE,159915P2309M002600,创业板ETF沽9月2600,PO,XSHE,CNY,159915.XSHE,易方达创业板ETF,XSHE,ETF,2.6,10000,DELIST,2023-01-31,合约到期,0.211,0.7176,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
